accountNumber,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,merchantCategoryCode,currentBalance
552158878,5000,1761.8,2016-11-28T22:10:50,29.65,EZ Putt Putt #69446,entertainment,3238.2
552158878,5000,1732.15,2016-11-29T03:07:20,84.71,AMC #692956,entertainment,3267.85
552158878,5000,1647.44,2016-11-29T08:22:28,38.67,AMC #79863,entertainment,3352.56
552158878,5000,1608.77,2016-11-30T21:47:04,97.06,AMC #692956,entertainment,3391.23
552158878,5000,1536.71,2016-12-01T07:15:00,11.94,Regal Cinemas #729464,entertainment,3463.29
552158878,5000,1524.77,2016-12-01T17:48:42,108.16,AMC #724446,entertainment,3475.23
552158878,5000,1416.61,2016-12-01T19:48:20,263.03,EZ Putt Putt #240241,entertainment,3583.39
552158878,5000,1153.58,2016-12-02T17:18:00,135.25,EZ Putt Putt #755869,entertainment,3846.42
552158878,5000,1018.33,2016-12-02T18:25:58,237.5,AMC #74121,entertainment,3981.67
552158878,5000,780.83,2016-12-02T21:43:38,55.28,EZ Putt Putt #40513,entertainment,4219.17
552158878,5000,725.55,2016-12-03T00:29:44,1.84,AMC #552863,entertainment,4274.45
552158878,5000,723.71,2016-12-04T06:14:57,185.67,EZ Putt Putt #40513,entertainment,4276.29
552158878,5000,538.04,2016-12-04T17:20:53,40.37,EZ Putt Putt #755869,entertainment,4461.96
552158878,5000,497.67,2016-12-05T00:31:25,17.33,AMC #724446,entertainment,4502.33
552158878,5000,480.34,2016-12-06T21:10:10,165.45,EZ Putt Putt #40513,entertainment,4519.66
552158878,5000,314.89,2016-12-07T08:02:22,37.51,AMC #724446,entertainment,4685.11
552158878,5000,277.38,2016-12-10T16:58:35,209.13,AMC #724446,entertainment,4722.62
552158878,5000,2512.84,2016-12-10T18:47:55,21.63,EZ Putt Putt #240241,entertainment,2487.16
552158878,5000,2491.21,2016-12-12T03:02:17,52.14,AMC #606218,entertainment,2508.79
552158878,5000,2439.07,2016-12-12T17:29:08,303.32,Regal Cinemas #05791,entertainment,2560.93
552158878,5000,2135.75,2016-12-13T13:14:05,3.05,EZ Putt Putt #804489,entertainment,2864.25
552158878,5000,2132.7,2016-12-13T23:00:52,642.67,AMC #692956,entertainment,2867.3
552158878,5000,1490.03,2016-12-16T01:02:38,42.2,EZ Putt Putt #982199,entertainment,3509.97
552158878,5000,1447.83,2016-12-17T01:57:22,0,AMC #692956,entertainment,3552.17
552158878,5000,1447.83,2016-12-18T15:10:44,169.95,EZ Putt Putt #982199,entertainment,3552.17
552158878,5000,1277.88,2016-12-19T09:38:23,93.27,AMC #724446,entertainment,3722.12
552158878,5000,1184.61,2016-12-19T09:51:43,24.55,Krispy Kreme #653472,fastfood,3815.39
552158878,5000,1160.06,2016-12-19T22:02:47,12.14,EZ Putt Putt #40513,entertainment,3839.94
552158878,5000,1147.92,2016-12-20T19:33:52,10.24,AMC #79863,entertainment,3852.08
552158878,5000,1137.68,2016-12-21T13:59:53,58.51,AMC #724446,entertainment,3862.32
552158878,5000,1079.17,2016-12-21T20:29:23,157.65,AMC #79863,entertainment,3920.83
552158878,5000,921.52,2016-12-21T20:53:24,7.11,AMC #145832,entertainment,4078.48
552158878,5000,914.41,2016-12-22T00:51:34,148.77,Regal Cinemas #05791,entertainment,4085.59
552158878,5000,765.64,2016-12-22T06:37:35,627.51,EZ Putt Putt #755869,entertainment,4234.36
552158878,5000,3282.62,2016-12-22T10:12:10,35.42,EZ Putt Putt #982199,entertainment,1717.38
552158878,5000,3247.2,2016-12-22T15:30:51,31.14,Regal Cinemas #729464,entertainment,1752.8
552158878,5000,3216.06,2016-12-23T00:32:55,194.51,EZ Putt Putt #40513,entertainment,1783.94
552158878,5000,3021.55,2016-12-24T11:44:04,93.15,KFC #336186,fastfood,1978.45
552158878,5000,2928.4,2016-12-25T01:52:39,114.09,Regal Cinemas #729464,entertainment,2071.6
552158878,5000,2814.31,2016-12-25T04:51:52,314.24,AMC #191138,entertainment,2185.69
552158878,5000,2500.07,2016-12-25T10:41:48,115.41,AMC #79863,entertainment,2499.93
552158878,5000,2384.66,2016-12-25T15:42:11,57.77,AMC #145832,entertainment,2615.34
552158878,5000,2326.89,2016-12-26T00:44:20,175.19,AMC #606218,entertainment,2673.11
552158878,5000,2151.7,2016-12-26T02:18:23,125.59,AMC #692956,entertainment,2848.3
552158878,5000,2026.11,2016-12-27T07:11:57,527.27,Regal Cinemas #05791,entertainment,2973.89
552158878,5000,1498.84,2016-12-27T12:57:31,61.57,Hardee's #794138,fastfood,3501.16
552158878,5000,1437.27,2016-12-29T17:21:58,11.97,AMC #74121,entertainment,3562.73
552158878,5000,1425.3,2016-12-30T02:13:17,73.46,EZ Putt Putt #503815,entertainment,3574.7
